model,seed,window_id,split_type,regime,n_steps,sigma_low,sigma_high,cumulative_reward,avg_step_reward,median_step_reward,sharpe_ratio,width_mean,width_median,width_std,action_distribution
ppo_ewma_vol,29,0,quartile,q2,56,0.007875464045306988,0.008720265899835733,-258.15122130662166,-4.609843237618244,-4.999999973875795,-326.4677362512074,13.392857142857142,10.0,4.734669136986733,"{""10"": 37, ""20"": 19}"
ppo_ewma_vol,29,0,quartile,q3,56,0.008750506362307238,0.009510949101328135,-273.8024115150519,-4.889328777054499,-4.999999977841961,-1519.1459708161594,13.214285714285714,10.0,4.670248868079294,"{""10"": 38, ""20"": 18}"
ppo_ewma_vol,29,0,quartile,q4,57,0.009520250002255861,0.01196715425026814,4030.6668914626644,70.71345423618709,-4.999732818413072,19.23501082789444,10.87719298245614,10.0,2.8288623678240525,"{""10"": 52, ""20"": 5}"
ppo_ewma_vol,29,1,median,high,415,0.00877686518307358,0.020503009953609787,-97240.54630386306,-234.31456940689893,-196.68213890594436,-195.37996718055135,10.0,10.0,0.0,"{""0"": 415}"
ppo_ewma_vol,29,1,median,low,415,0.005260547759978775,0.00877464812492682,-34619.2894654813,-83.41997461561759,-93.09571657341476,-81.05810834437972,10.0,10.0,0.0,"{""0"": 415}"
ppo_ewma_vol,29,1,quartile,q1,208,0.005260547759978775,0.0076527614776512485,-12808.322926089151,-61.57847560619784,-77.07257257576838,-43.58875241026393,10.0,10.0,0.0,"{""0"": 208}"
ppo_ewma_vol,29,1,quartile,q2,207,0.00765609430405071,0.00877464812492682,-21810.966539392142,-105.36698811300552,-103.95327470062615,-1159.6599200240464,10.0,10.0,0.0,"{""0"": 207}"
ppo_ewma_vol,29,1,quartile,q3,207,0.00877686518307358,0.011221973722211651,-30090.54676096571,-145.36496019790198,-139.94172379812582,-627.0697741906795,10.0,10.0,0.0,"{""0"": 207}"
ppo_ewma_vol,29,1,quartile,q4,208,0.011289584285662409,0.020503009953609787,-67149.99954289736,-322.83653626392964,-308.4944191341143,-319.22762104596046,10.0,10.0,0.0,"{""0"": 208}"
ppo_extended_action,7,0,median,high,415,0.0076104117815991865,0.01560724332873508,4060.9882176853066,9.785513777554955,-0.2447735399344568,7.055576148265777,19.63855421686747,20.0,1.8664979981722492,"{""0"": 368, ""10"": 15, ""20"": 32}"
ppo_extended_action,7,0,median,low,415,0.003904311458280414,0.0075938423613455455,-61.04244746499928,-0.14709023485541994,-0.10003640728088427,-18.97049483923349,20.0,20.0,0.0,"{""0"": 404, ""20"": 11}"
ppo_extended_action,7,0,quartile,q1,208,0.003904311458280414,0.005805996237166947,-7.071741699937878,-0.03399875817277826,-0.07977298291405634,-14.398527375561866,20.0,20.0,0.0,"{""0"": 208}"
ppo_extended_action,7,0,quartile,q2,207,0.005808011775348807,0.0075938423613455455,-53.970705765061396,-0.26072804717420967,-0.1235174184617561,-24.638209528616088,20.0,20.0,0.0,"{""0"": 196, ""20"": 11}"
ppo_extended_action,7,0,quartile,q3,207,0.0076104117815991865,0.009129738529571883,-55.908910029329085,-0.27009135279869123,-0.21030845471189777,-20.27883445241782,20.0,20.0,0.0,"{""0"": 189, ""20"": 18}"
ppo_extended_action,7,0,quartile,q4,208,0.00913035040892261,0.01560724332873508,4116.897127714636,19.79277465247421,-0.322787127276864,10.133836231826038,19.278846153846153,20.0,2.5867886639066544,"{""0"": 179, ""10"": 15, ""20"": 14}"
ppo_extended_action,7,1,median,high,415,0.00877686518307358,0.020503009953609787,-97240.54630386306,-234.31456940689893,-196.68213890594436,-195.37996718055135,10.0,10.0,0.0,"{""0"": 415}"
ppo_extended_action,7,1,median,low,415,0.005260547759978775,0.00877464812492682,-34619.2894654813,-83.41997461561759,-93.09571657341476,-81.05810834437972,10.0,10.0,0.0,"{""0"": 415}"
ppo_extended_action,7,1,quartile,q1,208,0.005260547759978775,0.0076527614776512485,-12808.322926089151,-61.57847560619784,-77.07257257576838,-43.58875241026393,10.0,10.0,0.0,"{""0"": 208}"
ppo_extended_action,7,1,quartile,q2,207,0.00765609430405071,0.00877464812492682,-21810.966539392142,-105.36698811300552,-103.95327470062615,-1159.6599200240464,10.0,10.0,0.0,"{""0"": 207}"
ppo_extended_action,7,1,quartile,q3,207,0.00877686518307358,0.011221973722211651,-30090.54676096571,-145.36496019790198,-139.94172379812582,-627.0697741906795,10.0,10.0,0.0,"{""0"": 207}"
ppo_extended_action,7,1,quartile,q4,208,0.011289584285662409,0.020503009953609787,-67149.99954289736,-322.83653626392964,-308.4944191341143,-319.22762104596046,10.0,10.0,0.0,"{""0"": 208}"
ppo_extended_action,17,0,median,high,105,0.008842247773723022,0.01196715425026814,3796.8644800524057,36.160614095737195,-4.999992428675535,13.205206373225096,10.0,10.0,0.0,"{""10"": 105}"
ppo_extended_action,17,0,median,low,106,0.006850722909516927,0.008840465174475872,-504.346685143018,-4.757987595688849,-4.999999819267979,-451.573701248168,10.0,10.0,0.0,"{""10"": 106}"
ppo_extended_action,17,0,quartile,q1,53,0.006850722909516927,0.007879214322222898,-261.1837418263471,-4.927995128799002,-4.997734223838983,-2049.1870225774455,10.0,10.0,0.0,"{""10"": 53}"
ppo_extended_action,17,0,quartile,q2,53,0.00790401241533542,0.008840465174475872,-243.16294331667095,-4.587980062578697,-4.9999999669285,-316.8634775801074,10.0,10.0,0.0,"{""10"": 53}"
ppo_extended_action,17,0,quartile,q3,52,0.008842247773723022,0.009510949101328135,-253.80241142647967,-4.880815604355378,-4.999999951253004,-1468.9829274370918,10.0,10.0,0.0,"{""10"": 52}"
ppo_extended_action,17,0,quartile,q4,53,0.009520250002255861,0.01196715425026814,4050.666891478886,76.42767719771483,-4.999604765773052,20.08336724856226,10.0,10.0,0.0,"{""10"": 53}"
ppo_extended_action,17,1,median,high,415,0.00877686518307358,0.020503009953609787,-97240.54630386306,-234.31456940689893,-196.68213890594436,-195.37996718055135,10.0,10.0,0.0,"{""0"": 415}"
ppo_extended_action,17,1,median,low,415,0.005260547759978775,0.00877464812492682,-34619.2894654813,-83.41997461561759,-93.09571657341476,-81.05810834437972,10.0,10.0,0.0,"{""0"": 415}"
ppo_extended_action,17,1,quartile,q1,208,0.005260547759978775,0.0076527614776512485,-12808.322926089151,-61.57847560619784,-77.07257257576838,-43.58875241026393,10.0,10.0,0.0,"{""0"": 208}"
ppo_extended_action,17,1,quartile,q2,207,0.00765609430405071,0.00877464812492682,-21810.966539392142,-105.36698811300552,-103.95327470062615,-1159.6599200240464,10.0,10.0,0.0,"{""0"": 207}"
ppo_extended_action,17,1,quartile,q3,207,0.00877686518307358,0.011221973722211651,-30090.54676096571,-145.36496019790198,-139.94172379812582,-627.0697741906795,10.0,10.0,0.0,"{""0"": 207}"
ppo_extended_action,17,1,quartile,q4,208,0.011289584285662409,0.020503009953609787,-67149.99954289736,-322.83653626392964,-308.4944191341143,-319.22762104596046,10.0,10.0,0.0,"{""0"": 208}"
ppo_extended_action,29,0,median,high,415,0.0076104117815991865,0.01560724332873508,3770.2098054944927,9.084842904806006,-1.759214421716937,6.576175766767573,99.01204819277109,100.0,9.117035525255002,"{""10"": 4, ""100"": 410, ""50"": 1}"
ppo_extended_action,29,0,median,low,415,0.003904311458280414,0.0075938423613455455,-1474.7718046524985,-3.553666999162647,-3.828712299141838,-224.2690219540173,100.0,100.0,0.0,"{""100"": 415}"
